seq_idx,timestamp_us,filename,t_step,gt_x,gt_y,pred_x,pred_y,lateral_error,longitudinal_error,abs_lateral_error,abs_longitudinal_error,l2
2,1782210209620934486,1782210209618668407.png,3,-0.02271108701825142,3.6921565532684326,-0.21197617053985596,3.7557358741760254,-0.18926508724689484,0.06357932090759277,0.18926508724689484,0.06357932090759277,0.19965872168540955
2,1782210209620934486,1782210209618668407.png,4,-0.05711975321173668,4.948632717132568,-0.3348980247974396,5.044856071472168,-0.2777782678604126,0.09622335433959961,0.2777782678604126,0.09622335433959961,0.29397228360176086
2,1782210209620934486,1782210209618668407.png,5,-0.1277414709329605,6.226141929626465,-0.4712803065776825,6.346179485321045,-0.3435388207435608,0.12003755569458008,0.3435388207435608,0.12003755569458008,0.36390647292137146
2,1782210209620934486,1782210209618668407.png,6,-0.19249214231967926,7.241557598114014,-0.5893827676773071,7.615427494049072,-0.39689064025878906,0.3738698959350586,0.39689064025878906,0.3738698959350586,0.5452530384063721
3,1782210210120934486,1782210210151993407.png,1,0.019294993951916695,1.256369948387146,-0.04036451131105423,1.210233211517334,-0.059659503400325775,-0.04613673686981201,0.059659503400325775,0.04613673686981201,0.07541786879301071
3,1782210210120934486,1782210210151993407.png,2,0.018276073038578033,2.505927085876465,-0.11016091704368591,2.547819137573242,-0.12843698263168335,0.041892051696777344,0.12843698263168335,0.041892051696777344,0.13509626686573029
3,1782210210120934486,1782210210151993407.png,3,0.0189589224755764,3.7631194591522217,-0.20491568744182587,3.869079828262329,-0.22387461364269257,0.10596036911010742,0.22387461364269257,0.10596036911010742,0.24768416583538055
3,1782210210120934486,1782210210151993407.png,4,-0.015965359285473824,5.042292594909668,-0.32609641551971436,5.199136734008789,-0.3101310431957245,0.1568441390991211,0.3101310431957245,0.1568441390991211,0.3475361168384552
3,1782210210120934486,1782210210151993407.png,5,-0.05233948677778244,6.059278964996338,-0.4618021249771118,6.542577743530273,-0.4094626307487488,0.48329877853393555,0.4094626307487488,0.48329877853393555,0.6334329843521118
3,1782210210120934486,1782210210151993407.png,6,-0.09758811444044113,7.364462852478027,-0.5797051191329956,7.854841709136963,-0.4821169972419739,0.49037885665893555,0.4821169972419739,0.49037885665893555,0.6876832246780396
4,1782210210620934486,1782210210618747407.png,1,0.026798084378242493,1.249692678451538,-0.033641498535871506,1.261167049407959,-0.060439582914114,0.011474370956420898,0.060439582914114,0.011474370956420898,0.061519138514995575
4,1782210210620934486,1782210210618747407.png,2,0.05545927956700325,2.506873607635498,-0.09588436037302017,2.651211738586426,-0.15134364366531372,0.14433813095092773,0.15134364366531372,0.14433813095092773,0.20913726091384888
4,1782210210620934486,1782210210618747407.png,3,0.04900512471795082,3.7867438793182373,-0.18096642196178436,4.027660846710205,-0.22997154295444489,0.24091696739196777,0.22997154295444489,0.24091696739196777,0.3330583870410919
4,1782210210620934486,1782210210618747407.png,4,0.035268634557724,4.8044867515563965,-0.28850117325782776,5.412475109100342,-0.32376980781555176,0.6079883575439453,0.32376980781555176,0.6079883575439453,0.6888227462768555
4,1782210210620934486,1782210210618747407.png,5,0.019085967913269997,6.110790729522705,-0.4116029441356659,6.809086799621582,-0.43068891763687134,0.698296070098877,0.43068891763687134,0.698296070098877,0.8204330205917358
4,1782210210620934486,1782210210618747407.png,6,-0.0035650627687573433,7.45175838470459,-0.5147024989128113,8.175418853759766,-0.5111374258995056,0.7236604690551758,0.5111374258995056,0.7236604690551758,0.8859717845916748
5,1782210211120934486,1782210211152014407.png,1,0.054515939205884933,1.25634765625,-0.026994753628969193,1.2936615943908691,-0.08151069283485413,0.03731393814086914,0.08151069283485413,0.03731393814086914,0.08964554220438004
5,1782210211120934486,1782210211152014407.png,2,0.0744631290435791,2.5361006259918213,-0.08387827128171921,2.7257180213928223,-0.1583414077758789,0.18961739540100098,0.1583414077758789,0.18961739540100098,0.2470359355211258
5,1782210211120934486,1782210211152014407.png,3,0.0817137286067009,3.5539302825927734,-0.16236171126365662,4.144042015075684,-0.2440754473209381,0.5901117324829102,0.2440754473209381,0.5901117324829102,0.6385958790779114
